cluster_id,best_model,model,MAE,RMSE,MAPE,R2
11-20__0-5k,holt_winters,holt_winters,71.53580526966425,80.02108079105395,1.7782735211310379,-0.17090255926278974
3-5__0-5k,holt_winters,holt_winters,700.8241229960262,864.9690791882238,9.107701526934392,-0.1120170878310216
6-10__0-5k,random_forest,random_forest,571.1368592004706,727.538008992738,10.55245074608013,-0.15983833437101147
