listing_date,snapshot_date,source,brand,model,year,km,engine_cc,price,region,province,seller_type,is_2stroke,condition_score,has_documents
2021-07-13,2021-07-31,market-snapshot,ktm,125 gs,,,125.0,4350,,,concessionario altre marche,False,3,True
2021-07-14,2021-07-31,market-snapshot,ktm,gs,1980.0,40000.0,,5000,sicilia,pa,privato,False,3,True
2021-07-16,2021-07-31,market-snapshot,ktm,gs 250,1991.0,1271.0,250.0,3000,piemonte,al,privato,False,3,True
2021-07-17,2021-07-31,market-snapshot,ktm,350 gs,1981.0,0.0,350.0,5000,emilia-romagna,mo,privato,False,3,True
2021-07-17,2021-07-31,market-snapshot,ktm,exc 250 f (2019),2019.0,,250.0,6900,,,privato,False,3,True
2021-07-17,2021-07-31,market-snapshot,ktm,exc 250 e six days (2011),2011.0,,250.0,4000,,,privato,False,3,True
2021-07-18,2021-07-31,market-snapshot,ktm,gs 175,1975.0,1.0,,5200,lombardia,bg,privato,False,3,True
2021-07-18,2021-07-31,market-snapshot,ktm,exc 50 fagioli,1997.0,225.0,,1550,lombardia,mi,privato,False,3,True
2021-07-18,2021-07-31,market-snapshot,ktm,125 rg,1975.0,25.0,125.0,3000,umbria,pg,privato,False,3,True
2021-07-19,2021-07-31,market-snapshot,cagiva,cagiva elefant tre 125cc del 1986,,,,1299,,,privato,False,3,True
2021-07-19,2021-07-31,market-snapshot,fantic motor,rc 125,,,125.0,1500,,,privato,False,3,True
2021-07-19,2021-07-31,market-snapshot,fantic motor,regolarita competizione,1978.0,0.0,,3800,liguria,ge,privato,False,3,True
2021-07-19,2021-07-31,market-snapshot,ktm,exc 250 f six days (2018),2018.0,4365.0,250.0,6500,emilia-romagna,bo,concessionario ufficiale ktm,False,3,True
2021-07-20,2021-07-31,market-snapshot,ktm,250 cross epoca,1982.0,1.0,250.0,2100,marche,mc,rivenditore,False,3,True
2021-07-21,2021-07-31,market-snapshot,cagiva,elefant 750,1995.0,23000.0,,4500,lombardia,bs,rivenditore,False,3,True
2021-07-21,2021-07-31,market-snapshot,cagiva,alazzurra 350,1986.0,50000.0,350.0,2900,lombardia,bs,rivenditore,False,3,True
2021-07-21,2021-07-31,market-snapshot,fantic motor,trial 330,1986.0,300.0,,2350,trentino-alto adige,tn,privato,False,3,True
2021-07-21,2021-07-31,market-snapshot,ktm,gs125,1974.0,1.0,,5500,lombardia,va,concessionario altre marche,False,3,True
2021-07-21,2021-07-31,market-snapshot,ktm,exc 250 f (2021),2021.0,400.0,250.0,7900,lazio,rm,concessionario ufficiale ktm,False,3,True
2021-07-21,2021-07-31,market-snapshot,ktm,exc 250 tpi (2019),2019.0,100.0,250.0,7400,veneto,pd,privato,True,3,True
2021-07-22,2021-07-31,market-snapshot,ktm,exc 250 (2005),2005.0,1.0,250.0,2600,lazio,ri,concessionario altre marche,False,3,True
2021-07-23,2021-07-31,market-snapshot,cagiva,"freccia c12 r ""seven speed""",1989.0,17000.0,,2700,piemonte,to,privato,False,3,True
2021-07-23,2021-07-31,market-snapshot,cagiva,wmx 125 a bergamo,1989.0,0.0,125.0,2900,lombardia,bg,privato,False,3,True
2021-07-23,2021-07-31,market-snapshot,fantic motor,300 professional,1981.0,0.0,300.0,35,lombardia,so,privato,False,3,True
2021-07-23,2021-07-31,market-snapshot,fantic motor,trial 50,1982.0,0.0,,90,lombardia,so,privato,False,3,True
2021-07-23,2021-07-31,market-snapshot,ktm,gs 250,1974.0,0.0,250.0,1,lombardia,lo,privato,False,3,True
2021-07-23,2021-07-31,market-snapshot,ktm,exc 250 f (2017),2017.0,218.0,250.0,5850,emilia-romagna,mo,concessionario ufficiale ktm,False,3,True
2021-07-23,2021-07-31,market-snapshot,ktm,exc 250 f (2021),2021.0,2500.0,250.0,8000,piemonte,cn,concessionario ufficiale ktm,False,3,True
2021-07-23,2021-07-31,market-snapshot,ktm,exc 250 e (2017),2017.0,4461.0,250.0,5000,liguria,ge,privato,False,3,True
2021-07-23,2021-07-31,market-snapshot,ktm,exc 250 tpi (2020),2020.0,8000.0,250.0,6900,piemonte,cn,concessionario ufficiale ktm,True,3,True
2021-07-24,2021-07-31,market-snapshot,cagiva,elefant 650,1986.0,23500.0,,4500,lombardia,pv,rivenditore,False,3,True
2021-07-24,2021-07-31,market-snapshot,ktm,exc 250 f six days (2018),2018.0,3200.0,250.0,6300,piemonte,al,concessionario altre marche,False,3,True
2021-07-25,2021-07-31,market-snapshot,fantic motor,strada 50,1973.0,100.0,,1900,toscana,pt,rivenditore,False,3,True
2021-07-26,2021-07-31,market-snapshot,cagiva,harley davidson,1981.0,33170.0,,1990,lombardia,bg,rivenditore,False,3,True
2021-07-26,2021-07-31,market-snapshot,cagiva,alazzurra 350 gt,1987.0,39000.0,350.0,3500,lombardia,va,concessionario altre marche,False,3,True
2021-07-26,2021-07-31,market-snapshot,fantic motor,tx 200 gran turismo,1977.0,15000.0,200.0,800,lazio,lt,privato,False,3,True
2021-07-27,2021-07-31,market-snapshot,cagiva,segoni 125 tt4,1982.0,1.0,125.0,5400,emilia-romagna,re,rivenditore,False,3,True
2021-07-27,2021-07-31,market-snapshot,fantic motor,rsx 125,1983.0,0.0,125.0,4000,emilia-romagna,re,rivenditore,False,3,True
2021-07-27,2021-07-31,market-snapshot,fantic motor,raider 125 lc,1986.0,20074.0,125.0,1100,lombardia,mi,rivenditore,False,3,True
2021-07-27,2021-07-31,market-snapshot,ktm,exc 250 f six days (2018),2018.0,185.0,250.0,6700,emilia-romagna,mo,privato,False,3,True
2021-07-27,2021-07-31,market-snapshot,ktm,exc 250 tpi (2018),2018.0,9221.0,250.0,6900,lombardia,bg,concessionario altre marche,True,3,True
2021-07-28,2021-07-31,market-snapshot,ktm,exc 250 f six days (2016),2016.0,264.0,250.0,5500,piemonte,cn,privato,False,3,True
2021-07-28,2021-07-31,market-snapshot,ktm,exc 250 tpi (2021),2021.0,57.0,250.0,8400,emilia-romagna,pr,privato,True,3,True
2021-07-29,2021-07-31,market-snapshot,fantic motor,tx 120 - ti turismo internazionale,1974.0,0.0,,2700,veneto,vr,privato,False,3,True
2021-07-29,2021-07-31,market-snapshot,ktm,exc 250 tpi (2022),2022.0,1.0,250.0,9935,lombardia,bg,concessionario altre marche,True,3,True
2021-07-29,2021-07-31,market-snapshot,ktm,exc 250 tpi six days (2018),2018.0,4400.0,250.0,7400,lombardia,bg,concessionario altre marche,True,3,True
2021-07-30,2021-07-31,market-snapshot,ktm,exc 250 f (2008),2008.0,19000.0,250.0,3800,veneto,tv,concessionario ufficiale ktm,False,3,True
2021-07-30,2021-07-31,market-snapshot,ktm,exc 250 f (2018),2018.0,4076.0,250.0,6250,toscana,fi,concessionario altre marche,False,3,True
2021-07-31,2021-07-31,market-snapshot,ktm,exc 250 e (2017),2017.0,224.0,250.0,5700,liguria,ge,concessionario ufficiale ktm,False,3,True
2021-08-02,2021-08-31,market-snapshot,cagiva,500 gp,1987.0,0.0,500.0,118000,emilia-romagna,re,rivenditore,False,3,True
2021-08-03,2021-08-31,market-snapshot,yamaha,xt,,,,3500,,,privato,False,3,True
2021-08-03,2021-08-31,market-snapshot,yamaha,xv 535 virago,1991.0,49900.0,,3000,toscana,li,privato,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,xj 750,1985.0,26500.0,,2800,lombardia,bs,rivenditore,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,xs 500 cafe' race,1971.0,39000.0,500.0,5500,lombardia,bs,rivenditore,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,xt-600 rkf,1989.0,12000.0,600.0,4400,sicilia,ct,privato,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,xtz supertenere 750,1989.0,40000.0,,3300,lombardia,mi,privato,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,xj900,1986.0,50000.0,,1900,veneto,vr,privato,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,tt,1989.0,25000.0,,2850,liguria,ge,privato,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,tenerè 600z,1989.0,1000.0,,4000,emilia-romagna,rn,privato,False,3,True
2021-08-04,2021-08-31,market-snapshot,yamaha,tenerè xt 600 z,1990.0,40000.0,600.0,4000,trentino-alto adige,bz,privato,False,3,True
2021-09-01,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,34.0,300.0,7350,trentino-alto adige,tn,privato,False,3,True
2021-09-01,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,25.0,300.0,7900,trentino-alto adige,tn,privato,False,3,True
2021-09-02,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,21.0,300.0,5050,trentino-alto adige,tn,privato,False,3,True
2021-09-09,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,30.0,300.0,6000,trentino-alto adige,tn,privato,False,3,True
2021-09-10,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,23.0,300.0,5450,trentino-alto adige,tn,privato,False,3,True
2021-09-10,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,26.0,300.0,7550,trentino-alto adige,tn,privato,False,3,True
2021-09-19,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,53.0,300.0,5300,trentino-alto adige,tn,privato,False,3,True
2021-09-19,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,30.0,300.0,5350,trentino-alto adige,tn,privato,False,3,True
2021-09-21,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,41.0,300.0,5350,trentino-alto adige,tn,privato,False,3,True
2021-09-24,2021-09-30,market-snapshot,gasgas,txt 300 gp (2020),2020.0,31.0,300.0,4800,trentino-alto adige,tn,privato,False,3,True
2021-10-16,2021-10-31,market-snapshot,ktm,exc 250 f (2020),2020.0,,250.0,7700,,,concessionario altre marche,False,3,True
2021-10-17,2021-10-31,market-snapshot,ktm,exc 250 f (2020),2020.0,1.0,250.0,7900,toscana,po,concessionario ufficiale ktm,False,3,True
2021-10-17,2021-10-31,market-snapshot,ktm,exc 250 f (2020),2020.0,180.0,250.0,7300,lombardia,bs,privato,False,3,True
2021-10-18,2021-10-31,market-snapshot,gasgas,ec 350 f (2021),2021.0,,350.0,8500,,,concessionario ufficiale gasgas,False,3,True
2021-10-18,2021-10-31,market-snapshot,ktm,exc 350 f six days (2014),2014.0,,350.0,6500,,,privato,False,3,True
2021-10-19,2021-10-31,market-snapshot,gasgas,mc 125 (2021),2021.0,40.0,125.0,6300,veneto,pd,concessionario altre marche,False,3,True
2021-10-19,2021-10-31,market-snapshot,ktm,exc 250 f (2017),2017.0,3000.0,250.0,5000,liguria,ge,privato,False,3,True
2021-10-19,2021-10-31,market-snapshot,ktm,exc 350 f (2019),2019.0,8000.0,350.0,7500,lazio,vt,concessionario altre marche,False,3,True
2021-10-20,2021-10-31,market-snapshot,ktm,exc 250 f (2021),2021.0,1.0,250.0,8800,emilia-romagna,pr,privato,False,3,True
2021-10-21,2021-10-31,market-snapshot,gasgas,ec 250 f (2021),2021.0,41.0,250.0,7400,piemonte,cn,privato,False,3,True
2021-10-21,2021-10-31,market-snapshot,gasgas,ec 300 (2022),2022.0,1.0,300.0,9490,trentino-alto adige,bz,concessionario altre marche,True,3,True
2021-10-21,2021-10-31,market-snapshot,gasgas,txt 300 gp (2022),2022.0,1.0,300.0,7590,trentino-alto adige,bz,concessionario altre marche,False,3,True
2021-10-21,2021-10-31,market-snapshot,gasgas,txt 300 racing (2021),2021.0,1.0,300.0,6490,trentino-alto adige,bz,concessionario altre marche,False,3,True
2021-10-21,2021-10-31,market-snapshot,gasgas,txt 300 racing (2022),2022.0,1.0,300.0,7190,trentino-alto adige,bz,concessionario altre marche,False,3,True
2021-10-21,2021-10-31,market-snapshot,ktm,exc 250 f (2020),2020.0,171.0,250.0,7200,lombardia,lc,privato,False,3,True
2021-10-21,2021-10-31,market-snapshot,ktm,exc 350 f (2014),2014.0,10000.0,350.0,4100,veneto,vi,privato,False,3,True
2021-10-22,2021-10-31,market-snapshot,gasgas,mc 250 f (2021),2021.0,550.0,250.0,6500,lombardia,bs,concessionario ufficiale gasgas,False,3,True
2021-10-22,2021-10-31,market-snapshot,gasgas,mc 50 (2021),2021.0,30.0,,3500,veneto,vr,privato,False,3,True
2021-10-22,2021-10-31,market-snapshot,ktm,exc 250 f (2009),2009.0,2500.0,250.0,3300,piemonte,al,privato,False,3,True
2021-10-22,2021-10-31,market-snapshot,ktm,exc 350 f (2019),2019.0,1000.0,350.0,6600,lombardia,bg,privato,False,3,True
2021-10-22,2021-10-31,market-snapshot,ktm,exc 350 f (2020),2020.0,1.0,350.0,7500,emilia-romagna,pr,privato,False,3,True
2021-10-22,2021-10-31,market-snapshot,ktm,exc 350 f (2021),2021.0,86.0,350.0,8200,veneto,vi,concessionario ufficiale ktm,False,3,True
2021-10-22,2021-10-31,market-snapshot,ktm,exc 350 f six days (2016),2016.0,74.0,350.0,6500,marche,an,concessionario altre marche,False,3,True
2021-10-23,2021-10-31,market-snapshot,betamotor,evo 250 2t (2017 - 18),2017.0,90.0,250.0,4000,campania,bn,concessionario altre marche,True,3,True
2021-10-23,2021-10-31,market-snapshot,betamotor,evo 80 senior (2011 - 21),2011.0,1.0,,2000,lombardia,lc,privato,False,3,True
2021-10-23,2021-10-31,market-snapshot,betamotor,minicross r12 (2014 - 17),2014.0,,,950,,,concessionario altre marche,False,3,True
2021-10-23,2021-10-31,market-snapshot,betamotor,rr 350 4t enduro efi (2018),2018.0,2000.0,350.0,5400,piemonte,vb,privato,False,3,True
2021-10-23,2021-10-31,market-snapshot,ktm,exc 250 f (2022),2022.0,1000.0,250.0,9300,emilia-romagna,pr,privato,False,3,True
2021-10-23,2021-10-31,market-snapshot,ktm,exc 250 f six days (2019),2019.0,45.0,250.0,7500,lombardia,va,concessionario altre marche,False,3,True
2021-10-23,2021-10-31,market-snapshot,ktm,exc 250 f,2007.0,9700.0,250.0,2900,piemonte,to,privato,False,3,True
2021-10-24,2021-10-31,market-snapshot,betamotor,rr 300 2t enduro (2018),2018.0,200.0,300.0,4500,emilia-romagna,fc,privato,True,3,True
2021-10-24,2021-10-31,market-snapshot,betamotor,rr 300 2t enduro (2020),2020.0,1000.0,300.0,6300,toscana,po,privato,True,3,True
2021-10-24,2021-10-31,market-snapshot,betamotor,rr 300 2t enduro racing (2020),2020.0,5000.0,300.0,7200,umbria,pg,concessionario altre marche,True,3,True
2021-10-25,2021-10-31,market-snapshot,betamotor,rev-3 250 (2002 - 05),2002.0,1000.0,250.0,2000,emilia-romagna,re,privato,False,3,True
2021-10-25,2021-10-31,market-snapshot,betamotor,rr 125 4t enduro lc (2018 - 20),2018.0,7000.0,125.0,3200,piemonte,vb,privato,False,3,True
2021-10-25,2021-10-31,market-snapshot,betamotor,rr 350 4t enduro efi (2018),2018.0,3185.0,350.0,5600,emilia-romagna,pr,privato,False,3,True
2021-10-25,2021-10-31,market-snapshot,ktm,exc 350 f (2019),2019.0,3350.0,350.0,7300,lombardia,bg,concessionario altre marche,False,3,True
2021-10-26,2021-10-31,market-snapshot,ktm,exc 350 f (2014),2014.0,1.0,350.0,3960,friuli-venezia giulia,ud,rivenditore,False,3,True
2021-10-26,2021-10-31,market-snapshot,ktm,exc 350 f six days (2022),2022.0,1.0,350.0,12200,lombardia,pv,privato,False,3,True
2021-11-03,2021-11-30,market-snapshot,gasgas,txt 300 gp (2022),2022.0,1.0,300.0,5150,trentino-alto adige,bz,concessionario altre marche,False,3,True
2021-11-03,2021-11-30,market-snapshot,betamotor,rev-3 250 (2002 - 05),2002.0,564.0,250.0,5400,emilia-romagna,re,privato,False,3,True
2021-11-09,2021-11-30,market-snapshot,gasgas,ec 350 f (2021),2021.0,,350.0,6800,,,concessionario ufficiale gasgas,False,3,True
2021-11-11,2021-11-30,market-snapshot,ktm,exc 250 f,2007.0,9612.0,250.0,6450,piemonte,to,privato,False,3,True
2021-11-17,2021-11-30,market-snapshot,ktm,exc 350 f (2014),2014.0,6131.0,350.0,6950,veneto,vi,privato,False,3,True
2021-11-18,2021-11-30,market-snapshot,ktm,exc 350 f six days (2022),2022.0,1.0,350.0,4950,lombardia,pv,privato,False,3,True
2021-11-19,2021-11-30,market-snapshot,betamotor,rr 125 4t enduro lc (2018 - 20),2018.0,7453.0,125.0,5800,piemonte,vb,privato,False,3,True
2021-11-19,2021-11-30,market-snapshot,ktm,exc 350 f (2014),2014.0,9147.0,350.0,7400,veneto,vi,privato,False,3,True
2021-11-24,2021-11-30,market-snapshot,ktm,exc 250 f (2020),2020.0,145.0,250.0,6000,lombardia,bs,privato,False,3,True
2021-11-28,2021-11-30,market-snapshot,betamotor,rr 300 2t enduro (2020),2020.0,735.0,300.0,6650,toscana,po,privato,True,3,True
2021-12-04,2021-12-31,market-snapshot,ktm,exc 250 f,2007.0,12830.0,250.0,6500,piemonte,to,privato,False,3,True
2021-12-04,2021-12-31,market-snapshot,ktm,exc 250 f (2009),2009.0,3912.0,250.0,6950,piemonte,al,privato,False,3,True
2021-12-07,2021-12-31,market-snapshot,ktm,exc 350 f (2019),2019.0,4894.0,350.0,3850,lombardia,bg,concessionario altre marche,False,3,True
2021-12-12,2021-12-31,market-snapshot,betamotor,rr 350 4t enduro efi (2018),2018.0,3856.0,350.0,4900,emilia-romagna,pr,privato,False,3,True
2021-12-15,2021-12-31,market-snapshot,ktm,exc 350 f six days (2014),2014.0,,350.0,5300,,,privato,False,3,True
2021-12-16,2021-12-31,market-snapshot,ktm,exc 250 f (2020),2020.0,179.0,250.0,5350,lombardia,bs,privato,False,3,True
2021-12-22,2021-12-31,market-snapshot,ktm,exc 250 f (2022),2022.0,893.0,250.0,4600,emilia-romagna,pr,privato,False,3,True
2021-12-23,2021-12-31,market-snapshot,betamotor,evo 80 senior (2011 - 21),2011.0,1.0,,4150,lombardia,lc,privato,False,3,True
2021-12-28,2021-12-31,market-snapshot,ktm,exc 350 f six days (2016),2016.0,69.0,350.0,8000,marche,an,concessionario altre marche,False,3,True
2021-12-30,2021-12-31,market-snapshot,gasgas,txt 300 racing (2021),2021.0,1.0,300.0,6800,trentino-alto adige,bz,concessionario altre marche,False,3,True
2022-01-04,2022-01-31,market-snapshot,ktm,exc 350 f (2021),2021.0,91.0,350.0,5800,veneto,vi,concessionario ufficiale ktm,False,3,True
2022-01-10,2022-01-31,market-snapshot,betamotor,rr 125 4t enduro lc (2018 - 20),2018.0,10311.0,125.0,7550,piemonte,vb,privato,False,3,True
2022-01-11,2022-01-31,market-snapshot,ktm,exc 250 f six days (2019),2019.0,55.0,250.0,4850,lombardia,va,concessionario altre marche,False,3,True
2022-01-14,2022-01-31,market-snapshot,ktm,exc 350 f six days (2022),2022.0,1.0,350.0,5450,lombardia,pv,privato,False,3,True
2022-01-15,2022-01-31,market-snapshot,ktm,exc 350 f six days (2014),2014.0,,350.0,4800,,,privato,False,3,True
2022-01-18,2022-01-31,market-snapshot,ktm,exc 250 f (2020),2020.0,126.0,250.0,6650,lombardia,bs,privato,False,3,True
2022-01-21,2022-01-31,market-snapshot,ktm,exc 350 f (2019),2019.0,8392.0,350.0,5700,lazio,vt,concessionario altre marche,False,3,True
2022-01-25,2022-01-31,market-snapshot,ktm,exc 350 f six days (2016),2016.0,84.0,350.0,3800,marche,an,concessionario altre marche,False,3,True
2022-01-30,2022-01-31,market-snapshot,ktm,exc 350 f (2019),2019.0,2074.0,350.0,6400,lombardia,bg,privato,False,3,True
2022-01-30,2022-01-31,market-snapshot,gasgas,txt 300 racing (2021),2021.0,1.0,300.0,4850,trentino-alto adige,bz,concessionario altre marche,False,3,True
2022-02-05,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,6050,lombardia,so,concessionario altre marche,False,3,True
2022-02-09,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,6650,lombardia,so,concessionario altre marche,False,3,True
2022-02-10,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4750,lombardia,so,concessionario altre marche,False,3,True
2022-02-13,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,6250,lombardia,so,concessionario altre marche,False,3,True
2022-02-14,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5850,lombardia,so,concessionario altre marche,False,3,True
2022-02-19,2022-02-28,market-snapshot,husqvarna,tc 125 (2017),2017.0,607.0,125.0,5100,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-02-21,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4650,lombardia,so,concessionario altre marche,False,3,True
2022-02-21,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,6700,lombardia,so,concessionario altre marche,False,3,True
2022-02-22,2022-02-28,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5650,lombardia,so,concessionario altre marche,False,3,True
2022-02-28,2022-02-28,market-snapshot,husqvarna,tc 125 (2017),2017.0,505.0,125.0,5050,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-03-07,2022-03-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,510.0,125.0,5550,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-03-07,2022-03-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4700,lombardia,so,concessionario altre marche,False,3,True
2022-03-07,2022-03-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4650,lombardia,so,concessionario altre marche,False,3,True
2022-03-13,2022-03-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,520.0,125.0,5200,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-03-14,2022-03-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5800,lombardia,so,concessionario altre marche,False,3,True
2022-03-16,2022-03-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,429.0,125.0,3950,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-03-17,2022-03-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5550,lombardia,so,concessionario altre marche,False,3,True
2022-03-18,2022-03-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,508.0,125.0,5250,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-03-22,2022-03-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,549.0,125.0,4700,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-03-29,2022-03-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,440.0,125.0,6100,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-04-01,2022-04-30,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4900,lombardia,so,concessionario altre marche,False,3,True
2022-04-04,2022-04-30,market-snapshot,husqvarna,tc 125 (2017),2017.0,851.0,125.0,5350,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-04-08,2022-04-30,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,3950,lombardia,so,concessionario altre marche,False,3,True
2022-04-15,2022-04-30,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4750,lombardia,so,concessionario altre marche,False,3,True
2022-04-15,2022-04-30,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,6500,lombardia,so,concessionario altre marche,False,3,True
2022-04-16,2022-04-30,market-snapshot,husqvarna,tc 125 (2017),2017.0,485.0,125.0,3850,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-04-20,2022-04-30,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5800,lombardia,so,concessionario altre marche,False,3,True
2022-04-23,2022-04-30,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5850,lombardia,so,concessionario altre marche,False,3,True
2022-04-24,2022-04-30,market-snapshot,husqvarna,tc 125 (2017),2017.0,417.0,125.0,4300,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-04-30,2022-04-30,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4000,lombardia,so,concessionario altre marche,False,3,True
2022-05-02,2022-05-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5400,lombardia,so,concessionario altre marche,False,3,True
2022-05-04,2022-05-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,3350,lombardia,so,concessionario altre marche,False,3,True
2022-05-05,2022-05-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,4800,lombardia,so,concessionario altre marche,False,3,True
2022-05-05,2022-05-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,500.0,125.0,4500,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-05-14,2022-05-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,512.0,125.0,3600,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-05-22,2022-05-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,504.0,125.0,4800,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-05-23,2022-05-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,459.0,125.0,6100,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-05-24,2022-05-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,297.0,125.0,4100,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-05-25,2022-05-31,market-snapshot,husqvarna,tc 125 (2017),2017.0,442.0,125.0,4550,emilia-romagna,bo,concessionario altre marche,False,3,True
2022-05-29,2022-05-31,market-snapshot,gasgas,txt 300 racing (2019 - 20),2019.0,0.0,300.0,5550,lombardia,so,concessionario altre marche,False,3,True
2022-06-15,2022-06-30,market-snapshot,gasgas,sm 700 (2022),2022.0,908.0,,6150,lombardia,cr,concessionario ufficiale gasgas,False,3,True
2022-06-16,2022-06-30,market-snapshot,gasgas,ec 300 gp (2018),2018.0,6551.0,300.0,3650,piemonte,no,concessionario altre marche,True,3,True
2022-06-21,2022-06-30,market-snapshot,husqvarna,fe 501 (2016),2016.0,17500.0,,6350,trentino-alto adige,bz,concessionario altre marche,False,3,True
2022-06-27,2022-06-30,market-snapshot,gasgas,ec 450 fse,,,450.0,2600,,,concessionario ufficiale gasgas,False,3,True
2022-06-27,2022-06-30,market-snapshot,gasgas,txt 125 pro (2005 - 07),2005.0,1.0,125.0,2600,lazio,ri,concessionario ufficiale gasgas,False,3,True
2022-06-27,2022-06-30,market-snapshot,gasgas,txt 300 pro h (2009 - 14),2009.0,10.0,300.0,3900,lazio,ri,concessionario ufficiale gasgas,False,3,True
2022-06-28,2022-06-30,market-snapshot,gasgas,ec 300 racing (2017),2017.0,3000.0,300.0,5500,emilia-romagna,bo,privato,True,3,True
2022-06-29,2022-06-30,market-snapshot,gasgas,sm 700 (2022),2022.0,900.0,,9900,lombardia,cr,concessionario ufficiale gasgas,False,3,True
2022-06-30,2022-06-30,market-snapshot,gasgas,ec 300 gp (2018),2018.0,3631.0,300.0,6000,piemonte,no,concessionario altre marche,True,3,True
2022-06-30,2022-06-30,market-snapshot,gasgas,txt 50 rookie (2009 - 12),2009.0,1.0,,3600,lombardia,so,concessionario altre marche,False,3,True
2022-07-01,2022-07-31,market-snapshot,gasgas,mc 85 (2021),2021.0,40.0,,4200,,,concessionario altre marche,False,3,True
2022-07-01,2022-07-31,market-snapshot,husqvarna,701 supermoto (2022),2022.0,77.0,701.0,10200,lombardia,mi,concessionario ufficiale husqvarna,False,3,True
